"FacName","FacStreet","FacCity","FacState","RegistryID","lat","lon","FacSNCFlg","FacQtrsWithNC","FacInspectionCount","Over80CountUs","FacFormalActionCount","FacMapFlg","DFR URL","id","RAW_D_MINOR","RAW_D_INCOME","RAW_D_LESSHS","RAW_D_LING","RAW_D_UNDER5","RAW_D_OVER64","RAW_D_UNEMPLOYED","RAW_D_INDEX","RAW_E_LEAD","RAW_E_DIESEL","RAW_E_CANCER","RAW_E_RESP","RAW_E_TRAFFIC","RAW_E_NPDES","RAW_E_NPL","RAW_E_RMP","RAW_E_TSDF","RAW_E_O3","RAW_E_PM25","RAW_E_UST","S_D_MINOR","S_D_INCOME","S_D_LESSHS","S_D_LING","S_D_UNDER5","S_D_OVER64","S_D_UNEMPLOYED","S_D_INDEX","S_E_LEAD","S_E_DIESEL","S_E_CANCER","S_E_RESP","S_E_TRAFFIC","S_E_NPDES","S_E_NPL","S_E_RMP","S_E_TSDF","S_E_O3","S_E_PM25","S_E_UST","S_D_MINOR_PER","S_D_INCOME_PER","S_D_LESSHS_PER","S_D_LING_PER","S_D_UNDER5_PER","S_D_OVER64_PER","S_D_UNEMPLOYED_PER","S_D_INDEX_PER","S_E_LEAD_PER","S_E_DIESEL_PER","S_E_CANCER_PER","S_E_RESP_PER","S_E_TRAFFIC_PER","S_E_NPDES_PER","S_E_NPL_PER","S_E_RMP_PER","S_E_TSDF_PER","S_E_O3_PER","S_E_PM25_PER","S_E_UST_PER","S_P_LEAD","S_P_DIESEL","S_P_CANCER","S_P_RESP","S_P_TRAFFIC","S_P_NPDES","S_P_NPL","S_P_RMP","S_P_TSDF","S_P_O3","S_P_PM25","S_P_UST","R_D_MINOR","R_D_INCOME","R_D_LESSHS","R_D_LING","R_D_UNDER5","R_D_OVER64","R_D_UNEMPLOYED","R_D_INDEX","R_E_LEAD","R_E_DIESEL","R_E_CANCER","R_E_RESP","R_E_TRAFFIC","R_E_NPDES","R_E_NPL","R_E_RMP","R_E_TSDF","R_E_O3","R_E_PM25","R_E_UST","R_D_MINOR_PER","R_D_INCOME_PER","R_D_LESSHS_PER","R_D_LING_PER","R_D_UNDER5_PER","R_D_OVER64_PER","R_D_UNEMPLOYED_PER","R_D_INDEX_PER","R_E_LEAD_PER","R_E_DIESEL_PER","R_E_CANCER_PER","R_E_RESP_PER","R_E_TRAFFIC_PER","R_E_NPDES_PER","R_E_NPL_PER","R_E_RMP_PER","R_E_TSDF_PER","R_E_O3_PER","R_E_PM25_PER","R_E_UST_PER","R_P_LEAD","R_P_DIESEL","R_P_CANCER","R_P_RESP","R_P_TRAFFIC","R_P_NPDES","R_P_NPL","R_P_RMP","R_P_TSDF","R_P_O3","R_P_PM25","R_P_UST","N_D_MINOR","N_D_INCOME","N_D_LESSHS","N_D_LING","N_D_UNDER5","N_D_OVER64","N_D_UNEMPLOYED","N_D_INDEX","N_E_LEAD","N_E_DIESEL","N_E_CANCER","N_E_RESP","N_E_TRAFFIC","N_E_NPDES","N_E_NPL","N_E_RMP","N_E_TSDF","N_E_O3","N_E_PM25","N_E_UST","N_D_MINOR_PER","N_D_INCOME_PER","N_D_LESSHS_PER","N_D_LING_PER","N_D_UNDER5_PER","N_D_OVER64_PER","N_D_UNEMPLOYED_PER","N_D_INDEX_PER","N_E_LEAD_PER","N_E_DIESEL_PER","N_E_CANCER_PER","N_E_RESP_PER","N_E_TRAFFIC_PER","N_E_NPDES_PER","N_E_NPL_PER","N_E_RMP_PER","N_E_TSDF_PER","N_E_O3_PER","N_E_PM25_PER","N_E_UST_PER","N_P_LEAD","N_P_DIESEL","N_P_CANCER","N_P_RESP","N_P_TRAFFIC","N_P_NPDES","N_P_NPL","N_P_RMP","N_P_TSDF","N_P_O3","N_P_PM25","N_P_UST","stateAbbr","stateName","epaRegion","totalPop","NUM_NPL","NUM_TSDF","statLayerCount","statLayerZeroPopCount","weightLayerCount","timeSeconds","distance","unit","statlevel","inputAreaMiles","lon","lat","pdfurl"
"ALBEA AMERICAS INC","191 STATE ROUTE 31 N","WASHINGTON","NJ",110002046606,40.76602,-74.97958,"Y",12,5,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110002046606",11,18,19,7,1,4,14,7,19,0.42,0.204,20,0.3,370,0.003,0.5,0.91,0.89,40.6,8.05,6.4,45,23,10,7,6,16,6,34,0.4,0.511,29,0.38,860,0.22,0.44,0.76,3.3,42.1,8.32,15,25,54,50,36,35,49,72,33,51,14,19,44,48,50,73,74,40,8,32,49,21,42,37,32,29,22,9,7,27,30,28,23,49,32,13,14,6,16,6,41,0.46,0.558,29,0.37,840,2.3,0.28,0.62,4.9,41.8,8.03,9.3,28,39,38,36,36,44,68,28,44,28,41,52,50,52,85,79,33,19,44,61,21,29,27,22,21,20,5,5,28,24,21,13,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,33,33,42,52,30,48,73,27,72,40,32,47,61,59,95,73,54,35,34,82,11,26,32,27,21,20,2,10,21,27,26,8,"NJ","NEW JERSEY",2,12530,1,1,13,0,322,0.4599177,2.5,9035,"blockgroup",19.63,-74.97958,40.76602,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-74.97958,""y"":40.76602}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"ALTIUM PACKAGING","6545 S GLACIER ST","TUKWILA","WA",110071179682,47.434174,-122.255852,"Y",1,1,3,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110071179682",12,64,31,12,11,7,13,5,47,0.18,0.643,45,0.76,2300,0.0039,0.47,1.4,7,34,7.85,15,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,91,67,74,89,61,46,58,87,59,91,95,94,93,96,90,86,92,48,65,87,86,94,91,91,96,94,95,92,95,88,88,95,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,93,60,73,92,62,44,57,88,59,91,96,96,94,86,94,85,95,33,47,91,88,94,93,93,97,92,97,93,97,89,89,96,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,74,55,60,85,62,43,56,71,50,94,98,99,93,61,94,83,92,8,29,93,75,85,81,85,91,77,93,82,89,72,73,93,"WA","WASHINGTON",10,36864,1,26,33,0,751,0.828843,2.5,9035,"blockgroup",19.63,-122.255852,47.434174,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.255852,""y"":47.434174}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"AMERICAN FIBREX","1220 NORTHWEST MURPHY BOULEVAR","JOPLIN","MO",110018008957,37.096306,-94.526944,"Y",5,1,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110018008957",13,17,48,13,1,7,13,7,32,0.44,0.251,30,0.4,340,0.0031,0.17,1.5,2.9,43.5,9.26,3.8,21,32,10,1,6,16,5,26,0.29,0.265,30,0.4,400,5.9,0.099,0.65,1.3,45.4,8.55,1.9,62,78,69,76,66,34,77,74,76,54,94,83,68,48,86,87,85,19,79,84,63,69,71,72,65,42,51,46,42,72,71,83,20,30,9,2,6,16,4,25,0.33,0.221,26,0.33,410,2.9,0.1,0.95,1,44.1,8.26,2.5,60,81,74,69,63,36,80,75,66,67,97,92,69,58,87,78,90,45,90,79,65,68,71,70,64,36,48,57,37,73,72,83,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,31,78,63,48,66,42,70,53,74,52,83,81,59,59,82,85,78,62,68,72,42,51,52,51,49,26,39,34,31,53,53,67,"MO","MISSOURI",7,27357,0,5,37,0,1180,1.0378627,2.5,9035,"blockgroup",19.63,-94.526944,37.096306,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-94.526944,""y"":37.096306}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"AMERICAN FUJI SEAL","1051 BLOOMFIELD ROAD","BARDSTOWN","KY",110000883615,37.824771,-85.43001,"Y",12,26,0,3,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000883615",14,18,31,10,1,8,14,6,25,0.16,0.182,30,0.3,230,0.093,0.029,0.68,0.83,42.6,8.97,1.8,15,37,14,1,6,16,6,26,0.23,0.226,29,0.36,380,1.3,0.039,0.67,0.77,42.4,8.9,1.1,71,43,41,75,70,37,59,53,50,47,98,46,61,87,53,71,74,54,50,76,39,38,29,36,26,9,30,15,12,31,31,20,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,31,46,47,55,73,42,59,34,69,37,82,27,61,91,43,73,77,83,80,59,18,31,24,30,16,4,27,10,8,22,22,20,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,33,55,54,48,70,46,61,40,48,34,83,47,50,84,26,66,53,53,60,56,32,33,22,27,22,8,36,12,19,25,23,23,"KY","KENTUCKY",4,14176,0,2,12,0,378,0.4787861,2.5,9035,"blockgroup",19.63,-85.43001,37.824771,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-85.43001,""y"":37.824771}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"ANSELL HEALTHCARE SITE DEMO","1635 INDUSTRIAL ROAD","DOTHAN","AL",110000369057,31.25862,-85.40153,"Y",7,1,7,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000369057",15,54,49,14,1,8,17,10,52,0.28,0.195,30,0.47,450,6.2e-05,0.12,2.1,0.71,35,8.21,5.1,34,37,14,1,6,17,6,36,0.18,0.216,34,0.47,230,0.42,0.054,0.41,0.83,39.1,8.9,1.7,77,72,58,73,72,58,80,78,80,55,55,75,87,32,91,97,62,8,9,90,84,74,71,73,80,73,87,94,78,72,72,87,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,70,75,64,53,74,61,83,75,83,41,82,91,75,39,83,94,74,31,52,80,84,66,66,68,71,74,81,88,77,66,67,78,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,68,79,68,47,72,64,84,75,61,38,83,91,66,28,72,91,50,12,39,78,79,67,69,71,69,70,76,87,70,68,69,79,"AL","ALABAMA",4,17731,0,1,26,0,696,0.7748603,2.5,9035,"blockgroup",19.63,-85.40153,31.25862,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-85.40153,""y"":31.25862}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"AQUATIC","151 INDUSTRIAL STREET","LANCASTER","TX",110000456863,32.61297,-96.74059,"Y",5,35,8,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000456863",16,87,49,17,10,11,10,5,68,0.21,0.197,30,0.36,170,0.00012,0.11,0.65,1.4,42,9.64,2.1,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,76,73,59,71,86,47,59,78,76,45,83,75,42,24,80,58,85,64,44,61,82,77,78,79,66,57,85,74,89,81,79,75,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,81,72,62,77,87,40,57,81,73,48,78,66,47,27,82,62,81,59,52,65,84,81,83,83,71,62,88,79,90,85,85,80,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,87,80,73,82,91,29,57,88,54,38,83,68,43,32,70,65,63,48,77,59,83,83,90,89,77,74,90,87,85,91,91,83,"TX","TEXAS",6,15548,0,3,16,0,380,0.5888809,2.5,9035,"blockgroup",19.63,-96.74059,32.61297,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-96.74059,""y"":32.61297}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"AQUATIC CO","1100 INDUSTRIAL PARK ROAD","SOUTH BOSTON","VA",110000344075,36.668404,-78.930964,"Y",7,65,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000344075",17,43,25,20,0,5,26,3,34,0.26,0.115,30,0.3,90,0.016,0.037,0.49,0.31,40.2,7.89,1.1,38,25,10,3,6,15,5,32,0.21,0.238,31,0.36,660,6.2,0.11,0.38,0.65,40.1,7.55,1.8,60,56,86,53,47,89,41,62,72,16,84,40,33,93,27,77,55,49,62,56,79,66,62,62,72,8,60,81,49,62,62,81,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,68,54,87,56,50,87,37,66,49,12,85,52,29,77,18,64,38,25,33,53,76,69,66,66,73,21,65,78,58,66,66,81,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,60,44,80,45,47,88,36,55,60,16,83,47,31,72,32,59,37,33,30,48,70,59,55,55,66,19,52,69,47,56,56,72,"VA","VIRGINIA",3,1810,0,1,5,0,220,0.4819187,2.5,9035,"blockgroup",19.63,-78.930964,36.668404,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-78.930964,""y"":36.668404}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"ARMACELL LLC","100 LOCUST AVE","SPENCER","WV",110000344253,38.803688,-81.353442,"Y",11,1,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000344253",18,5,53,23,0,5,23,7,29,0.46,0.0968,30,0.3,NA,0.00035,0.026,0.028,0.025,38.1,7.79,1.3,8,38,13,0,5,19,7,23,0.34,0.128,28,0.33,220,2.3,0.084,0.45,0.74,39.8,7.64,1.7,51,80,89,88,45,70,63,75,73,42,91,63,NA,27,27,4,6,8,55,71,61,77,75,78,NA,68,78,85,84,78,77,37,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,17,89,91,55,40,79,76,59,68,7,85,52,NA,46,9,0,1,4,30,55,48,66,62,63,NA,45,66,68,68,63,63,40,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,10,83,84,45,37,82,74,48,75,11,83,47,NA,40,23,1,2,22,28,50,31,54,51,52,NA,41,53,57,57,53,53,33,"WV","WEST VIRGINIA",3,3732,0,0,8,0,220,0.3499676,2.5,9035,"blockgroup",19.63,-81.353442,38.803688,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-81.353442,""y"":38.803688}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"ASSOCIATED FIBERGLASS ENTERPRISES","2417 WEAVER ST HALTOM CITY","FORT WORTH","TX",110033317818,32.79578,-97.24715,"Y",12,22,9,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110033317818",19,57,41,21,11,7,14,5,49,0.34,0.266,30,0.4,640,0.0017,0.054,1.5,1.6,44,9.67,3.3,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,48,63,68,73,55,68,60,56,84,70,83,95,79,53,57,81,87,76,46,76,74,59,53,55,75,66,60,69,78,54,53,67,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,57,61,72,80,58,61,58,61,83,69,78,85,81,54,61,83,84,71,54,78,76,65,59,61,80,70,66,75,80,60,60,73,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,70,70,81,84,67,50,58,73,67,55,83,81,74,54,45,84,66,67,78,69,78,73,72,73,83,79,73,84,78,73,74,78,"TX","TEXAS",6,48058,0,3,55,0,1012,1.4387836,2.5,9035,"blockgroup",19.63,-97.24715,32.79578,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-97.24715,""y"":32.79578}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"ATLAS ROOFING CORP/HARRISBURG","817 SPANGLER RD.","CAMP HILL","PA",110000332514,40.233,-76.9202,"Y",4,14,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000332514",20,20,17,7,3,5,18,3,18,0.47,0.412,30,0.38,1300,0.013,0.17,2.3,0.68,40.3,9,3.5,24,28,9,2,6,18,5,26,0.47,0.269,31,0.32,580,66,0.19,0.81,1.4,42.1,8.72,3.4,64,34,46,77,48,56,37,48,53,86,84,91,89,67,72,92,50,20,56,71,35,22,38,33,10,19,25,5,32,43,39,18,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,46,39,45,74,45,63,37,35,69,84,85,85,85,76,78,94,51,27,81,76,21,16,32,29,9,14,16,3,25,35,30,12,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,36,30,40,62,42,69,36,26,76,79,83,73,86,71,82,92,49,33,61,70,11,13,23,23,7,13,10,2,23,28,25,12,"PA","PENNSYLVANIA",3,47130,0,0,52,0,1532,1.3578194,2.5,9035,"blockgroup",19.63,-76.9202,40.233,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-76.9202,""y"":40.233}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"ATTBAR INC","5985 S 6TH WAY","RIDGEFIELD","WA",110000490905,45.809231,-122.68831,"Y",12,20,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000490905",21,12,11,3,4,6,14,2,11,0.12,0.236,30,0.4,55,2.1e-06,0.062,0.12,0.33,34.3,7.39,0.3,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,17,21,28,68,56,50,31,10,49,38,47,31,23,24,35,27,33,51,29,32,11,1,1,1,50,36,10,16,20,1,1,41,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,21,16,26,73,57,48,30,9,49,44,58,42,24,20,50,28,43,36,25,36,11,3,2,3,50,47,7,19,18,3,3,39,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,23,17,20,67,58,47,31,11,42,48,83,81,24,11,50,21,38,9,18,30,14,2,1,1,38,47,6,16,14,3,2,32,"WA","WASHINGTON",10,8755,0,1,6,0,145,0.3769253,2.5,9035,"blockgroup",19.63,-122.68831,45.809231,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.68831,""y"":45.809231}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"AVERY DENNISON MFD","270 W MEADOW PL","LOWELL","IN",110037249000,41.294423,-87.441638,"Y",8,25,0,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110037249000",22,9,23,7,0,7,16,6,16,0.27,0.185,20,0.2,280,0.00033,0.041,0.3,1.2,43.7,9.09,3.1,21,32,11,2,6,15,5,26,0.34,0.28,23,0.3,540,0.34,0.17,0.82,1.6,44.1,9.2,2.8,39,39,37,65,63,59,72,33,51,24,67,16,53,36,27,43,58,23,50,70,15,30,26,34,22,44,38,26,15,22,22,11,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,34,44,46,59,67,55,70,34,45,33,60,26,53,36,34,45,57,37,52,63,17,25,23,30,20,44,33,24,12,18,17,13,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,18,40,39,45,65,59,66,20,60,35,32,14,55,40,36,49,60,64,63,67,10,18,21,26,14,33,24,15,9,13,11,8,"IN","INDIANA",5,10778,0,2,9,0,239,0.3529694,2.5,9035,"blockgroup",19.63,-87.441638,41.294423,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-87.441638,""y"":41.294423}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE","MI",110000494019,42.219195,-83.14674,"Y",12,134,0,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000494019",23,22,37,13,1,6,15,6,29,0.76,0.366,30,0.3,1200,0.85,0.15,2.3,2.4,44.4,9.74,12,25,32,9,2,6,17,6,28,0.37,0.209,23,0.25,830,0.41,0.15,0.53,1.1,43.8,8.75,7.3,64,64,75,68,63,46,64,65,84,90,99,99,79,94,78,96,84,46,79,79,36,55,64,66,36,4,41,20,20,68,67,20,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,61,68,74,63,59,50,71,66,85,76,96,79,87,93,81,91,74,51,76,88,39,61,66,68,31,5,40,30,28,68,68,14,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,38,64,64,48,58,54,67,48,91,73,84,47,86,92,79,92,74,70,79,91,21,46,51,53,23,4,29,20,19,53,52,8,"MI","MICHIGAN",5,56184,0,5,75,0,1220,1.1528933,2.5,9035,"blockgroup",19.63,-83.14674,42.219195,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-83.14674,""y"":42.219195}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"BAXTER HEALTHCARE CORPORATION","1900 N HWY 201","MOUNTAIN HOME","AR",110000743599,36.360028,-92.386111,"Y",8,13,0,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000743599",24,5,35,12,0,5,29,4,20,0.049,0.139,160,0.5,180,0.00021,0.014,0.63,0.55,39.9,8.43,1.5,28,40,13,2,6,17,5,34,0.15,0.179,35,0.48,180,0.47,0.037,0.64,0.55,41.3,9.27,1,17,41,48,69,37,92,56,26,32,43,99,93,70,49,28,70,68,22,5,77,39,25,1,23,14,30,35,11,12,26,28,8,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,2,52,48,38,33,95,52,15,45,31,99,97,49,32,12,61,61,45,14,57,20,22,1,13,16,27,29,10,11,19,20,11,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,11,62,60,46,41,92,52,31,28,23,99,95,45,36,9,65,45,31,45,53,42,34,0,15,26,37,46,13,24,28,26,21,"AR","ARKANSAS",6,12695,0,1,14,0,527,0.4929057,2.5,9035,"blockgroup",19.63,-92.386111,36.360028,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-92.386111,""y"":36.360028}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"BEMIS CLYSAR","2505 CAMANCHE INDUSTRIAL PARK DR","CAMANCHE","IA",110000771718,41.80612,-90.2409,"Y",10,3,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000771718",25,5,32,8,0,5,20,4,19,0.38,0.192,20,0.3,200,28,0.25,2.5,0.3,42.5,9.19,1.1,14,28,8,2,6,17,4,21,0.41,0.17,22,0.24,390,0.21,0.11,1.2,0.45,41.8,8.23,1.7,35,65,63,64,40,70,69,55,46,66,88,99,60,99,89,87,60,75,94,62,47,40,55,40,39,0,16,16,36,52,47,35,20,30,9,2,6,16,4,25,0.33,0.221,26,0.33,410,2.9,0.1,0.95,1,44.1,8.26,2.5,24,58,55,65,39,73,65,44,61,50,44,56,57,98,92,90,45,32,88,56,28,44,54,48,38,0,14,10,42,50,45,35,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,11,57,45,45,43,76,51,27,69,37,32,47,47,98,89,93,37,53,66,48,19,36,42,37,30,1,10,4,35,37,34,27,"IA","IOWA",7,9823,0,0,17,0,471,0.5029128,2.5,9035,"blockgroup",19.63,-90.2409,41.80612,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-90.2409,""y"":41.80612}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"BEMIS COMPANY INCORPORATED","1350 NORTH FRUITRIDGE AVENUE","TERRE HAUTE","IN",110000862610,39.49824,-87.361324,"Y",2,34,0,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000862610",26,14,48,16,0,6,16,8,30,0.59,0.322,27,0.3,600,0.087,0.32,1,1.7,44.3,8.91,1.8,21,32,11,2,6,15,5,26,0.34,0.28,23,0.3,540,0.34,0.17,0.82,1.6,44.1,9.2,2.8,52,80,76,66,56,60,83,70,80,67,90,88,74,82,88,74,66,66,36,59,54,64,63,61,34,29,50,54,37,63,63,38,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,48,82,81,60,60,56,80,68,75,68,86,79,73,81,92,73,66,50,45,53,52,57,61,58,30,28,45,49,34,60,60,40,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,27,79,72,46,59,60,78,50,82,66,69,48,72,84,92,77,67,70,58,56,30,42,47,46,22,20,33,34,24,45,45,29,"IN","INDIANA",5,25447,0,2,35,0,1601,1.2458389,2.5,9035,"blockgroup",19.63,-87.361324,39.49824,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-87.361324,""y"":39.49824}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"BERRY GLOBAL","635 E 15TH ST","TACOMA","WA",110055010759,47.25105,-122.42325,"Y",12,7,11,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110055010759",27,42,37,11,4,6,11,7,40,0.6,0.554,40,0.6,1100,3.3e-05,0.57,2.2,4.9,34.2,7.95,13,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,72,76,72,70,50,35,74,78,89,83,92,87,84,56,92,94,87,50,75,86,75,83,79,80,85,84,88,92,86,79,79,87,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,78,71,70,75,50,33,72,80,90,84,94,91,87,44,95,93,91,36,53,90,76,85,81,82,87,83,92,93,90,80,80,89,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,59,65,57,69,51,33,71,63,83,90,97,98,85,24,96,92,87,9,32,92,63,70,65,66,76,67,82,82,77,63,64,80,"WA","WASHINGTON",10,55838,1,13,63,0,1539,0.4358955,2.5,9035,"blockgroup",19.63,-122.42325,47.25105,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.42325,""y"":47.25105}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
