"id","EJScreenPDF","EJScreenMAP","siteid","sitename","lon","lat","pctmin","pctlowinc","pctlths","pctlingiso","pctunder5","pctover64","pctunemployed","VSI.eo","pctpre1960","dpm","cancer","resp","traffic.score","proximity.npdes","proximity.npl","proximity.rmp","proximity.tsdf","o3","pm","ust","state.avg.pctmin","state.avg.pctlowinc","state.avg.pctlths","state.avg.pctlingiso","state.avg.pctunder5","state.avg.pctover64","state.avg.unemployed","state.avg.VSI.eo","state.avg.pctpre1960","state.avg.dpm","state.avg.cancer","state.avg.resp","state.avg.traffic.score","state.avg.proximity.npdes","state.avg.proximity.npl","state.avg.proximity.rmp","state.avg.proximity.tsdf","state.avg.o3","state.avg.pm","state.avg.ust","state.pctile.pctmin","state.pctile.pctlowinc","state.pctile.pctlths","state.pctile.pctlingiso","state.pctile.pctunder5","state.pctile.pctover64","state.pctile.unemployed","state.pctile.VSI.eo","state.pctile.pctpre1960","state.pctile.dpm","state.pctile.cancer","state.pctile.resp","state.pctile.traffic.score","state.pctile.proximity.npdes","state.pctile.proximity.npl","state.pctile.proximity.rmp","state.pctile.proximity.tsdf","state.pctile.o3","state.pctile.pm","state.pctile.ust","state.pctile.EJ.DISPARITY.pctpre1960.eo","state.pctile.EJ.DISPARITY.dpm.eo","state.pctile.EJ.DISPARITY.cancer.eo","state.pctile.EJ.DISPARITY.resp.eo","state.pctile.EJ.DISPARITY.traffic.score.eo","state.pctile.EJ.DISPARITY.proximity.npdes.eo","state.pctile.EJ.DISPARITY.proximity.npl.eo","state.pctile.EJ.DISPARITY.proximity.rmp.eo","state.pctile.EJ.DISPARITY.proximity.tsdf.eo","state.pctile.EJ.DISPARITY.o3.eo","state.pctile.EJ.DISPARITY.pm.eo","state.pctile.ust","region.avg.pctmin","region.avg.pctlowinc","region.avg.pctlths","region.avg.pctlingiso","region.avg.pctunder5","region.avg.pctover64","region.avg.unemployed","region.avg.VSI.eo","region.avg.pctpre1960","region.avg.dpm","region.avg.cancer","region.avg.resp","region.avg.traffic.score","region.avg.proximity.npdes","region.avg.proximity.npl","region.avg.proximity.rmp","region.avg.proximity.tsdf","region.avg.o3","region.avg.pm","region.avg.ust","region.pctile.pctmin","region.pctile.pctlowinc","region.pctile.pctlths","region.pctile.pctlingiso","region.pctile.pctunder5","region.pctile.pctover64","region.pctile.unemployed","region.pctile.VSI.eo","region.pctile.pctpre1960","region.pctile.dpm","region.pctile.cancer","region.pctile.resp","region.pctile.traffic.score","region.pctile.proximity.npdes","region.pctile.proximity.npl","region.pctile.proximity.rmp","region.pctile.proximity.tsdf","region.pctile.o3","region.pctile.pm","region.pctile.ust","region.pctile.EJ.DISPARITY.pctpre1960.eo","region.pctile.EJ.DISPARITY.dpm.eo","region.pctile.EJ.DISPARITY.cancer.eo","region.pctile.EJ.DISPARITY.resp.eo","region.pctile.EJ.DISPARITY.traffic.score.eo","region.pctile.EJ.DISPARITY.proximity.npdes.eo","region.pctile.EJ.DISPARITY.proximity.npl.eo","region.pctile.EJ.DISPARITY.proximity.rmp.eo","region.pctile.EJ.DISPARITY.proximity.tsdf.eo","region.pctile.EJ.DISPARITY.o3.eo","region.pctile.EJ.DISPARITY.pm.eo","region.pctile.ust","us.avg.pctmin","us.avg.pctlowinc","us.avg.pctlths","us.avg.pctlingiso","us.avg.pctunder5","us.avg.pctover64","us.avg.unemployed","us.avg.VSI.eo","us.avg.pctpre1960","us.avg.dpm","us.avg.cancer","us.avg.resp","us.avg.traffic.score","us.avg.proximity.npdes","us.avg.proximity.npl","us.avg.proximity.rmp","us.avg.proximity.tsdf","us.avg.o3","us.avg.pm","us.avg.ust","pctile.pctmin","pctile.pctlowinc","pctile.pctlths","pctile.pctlingiso","pctile.pctunder5","pctile.pctover64","pctile.pctunemployed","pctile.VSI.eo","pctile.pctpre1960","pctile.dpm","pctile.cancer","pctile.resp","pctile.traffic.score","pctile.proximity.npdes","pctile.proximity.npl","pctile.proximity.rmp","pctile.proximity.tsdf","pctile.o3","pctile.pm","pctile.ust","pctile.EJ.DISPARITY.pctpre1960.eo","pctile.EJ.DISPARITY.dpm.eo","pctile.EJ.DISPARITY.cancer.eo","pctile.EJ.DISPARITY.resp.eo","pctile.EJ.DISPARITY.traffic.score.eo","pctile.EJ.DISPARITY.proximity.npdes.eo","pctile.EJ.DISPARITY.proximity.npl.eo","pctile.EJ.DISPARITY.proximity.rmp.eo","pctile.EJ.DISPARITY.proximity.tsdf.eo","pctile.EJ.DISPARITY.o3.eo","pctile.EJ.DISPARITY.pm.eo","pctile.ust","ST","statename","REGION","pop","NUM_NPL","NUM_TSDF","statLayerCount","statLayerZeroPopCount","weightLayerCount","timeSeconds","radius.miles","unit","statlevel","inputAreaMiles","lon.1","lat.1"
56,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-122.4035256,%22y%22:37.7231725%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 56</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=37.7231725,-122.4035256"", target=""_blank"">EJScreen Map 56</a>",56,"site 56",-122.4035256,37.7231725,89,27,23,19,5,17,6,58,0.59,0.61,30,0.4,5800,NA,0.32,1.3,3.2,27.8,12,6.1,63,31,17,9,6,14,6,47,0.29,0.33,31,0.43,1300,74,0.18,1.1,5.2,48.1,11.7,3.7,78,49,69,83,41,70,55,67,81,94,75,66,94,NA,90,72,44,2,51,80,82,81,65,65,95,NA,88,77,63,55,67,84,60,31,16,8,6,15,6,46,0.23,0.33,30,0.41,1300,59,0.15,1,4.4,49.6,10.8,3.3,81,49,71,85,41,69,56,70,84,93,74,69,94,NA,92,76,53,1,61,82,85,82,68,69,95,NA,90,80,68,57,71,86,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,89,48,83,92,44,61,63,80,82,93,83,81,98,NA,92,82,80,0,94,81,92,91,83,83,98,NA,95,90,88,77,88,90,"CA","CALIFORNIA",9,54279,0,0,40,0,569,0.5199892,1,9035,"blockgroup",3.14,-122.4035256,37.7231725
57,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-73.6823314,%22y%22:40.6327087%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 57</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=40.6327087,-73.6823314"", target=""_blank"">EJScreen Map 57</a>",57,"site 57",-73.6823314,40.6327087,16,11,5,3,5,19,3,14,0.75,0.472,30,0.4,220,0.03,0.84,0.12,5.5,43,7.76,1.3,44,30,13,8,6,16,5,37,0.55,0.646,29,0.39,870,3.9,0.23,0.5,6.2,41.6,7.9,8.1,30,20,27,51,45,68,37,18,68,49,66,60,37,66,94,21,64,75,43,39,10,15,20,18,22,16,2,34,9,25,25,23,49,32,13,14,6,16,6,41,0.46,0.558,29,0.37,840,2.3,0.28,0.62,4.9,41.8,8.03,9.3,25,23,28,46,46,67,33,17,75,56,76,69,37,69,92,20,71,77,36,39,8,16,21,19,22,12,2,33,6,28,28,26,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,30,17,30,63,40,70,37,15,90,85,83,81,50,77,97,19,89,57,27,51,3,12,26,24,22,12,1,41,3,30,32,23,"NY","NEW YORK",2,9588,1,1,18,0,224,0.4899941,1,9035,"blockgroup",3.14,-73.6823314,40.6327087
58,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-73.874309,%22y%22:40.8779318%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 58</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=40.8779318,-73.874309"", target=""_blank"">EJScreen Map 58</a>",58,"site 58",-73.874309,40.8779318,93,49,25,17,8,11,10,71,0.71,0.978,40,0.5,1200,7.9e-05,0.08,1.3,6.5,43,9.09,16,44,30,13,8,6,16,5,37,0.55,0.646,29,0.39,870,3.9,0.23,0.5,6.2,41.6,7.9,8.1,84,81,83,82,74,31,84,88,63,68,99,74,77,32,29,91,68,75,85,80,87,86,88,85,88,72,73,95,84,86,87,88,49,32,13,14,6,16,6,41,0.46,0.558,29,0.37,840,2.3,0.28,0.62,4.9,41.8,8.03,9.3,79,76,83,76,76,30,80,81,71,77,99,83,79,26,25,87,75,77,86,78,89,89,87,87,88,61,69,91,86,87,87,87,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,91,79,86,91,73,35,84,90,88,97,97,95,85,29,58,81,91,57,63,94,95,96,89,89,92,69,84,90,94,86,86,96,"NY","NEW YORK",2,131672,0,2,120,0,341,0.6079941,1,9035,"blockgroup",3.14,-73.874309,40.8779318
59,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-95.4902967,%22y%22:30.1651199%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 59</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=30.1651199,-95.4902967"", target=""_blank"">EJScreen Map 59</a>",59,"site 59",-95.4902967,30.1651199,20,21,2,2,5,23,3,21,4e-04,0.254,30,0.4,460,0.0011,0.056,1.7,1.3,40.6,10.3,1.5,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,12,33,11,41,33,90,37,15,26,65,83,95,71,47,59,85,83,56,83,53,26,8,11,10,7,13,9,1,1,12,10,9,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,17,29,10,52,35,88,36,17,21,65,78,85,74,49,62,86,79,51,86,57,31,8,12,11,6,14,9,1,2,12,10,9,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,36,38,13,60,44,82,37,32,11,52,83,81,66,50,46,87,61,35,87,53,51,14,14,12,12,22,21,1,8,18,12,18,"TX","TEXAS",6,9523,0,0,7,0,97,0.2829914,1,9035,"blockgroup",3.14,-95.4902967,30.1651199
60,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-149.7266537,%22y%22:61.2059399%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 60</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=61.2059399,-149.7266537"", target=""_blank"">EJScreen Map 60</a>",60,"site 60",-149.7266537,61.2059399,56,32,10,5,8,14,8,44,0.024,0.259,34,0.41,540,NA,0.18,0.38,0.21,NA,NA,5,39,25,7,2,7,11,7,32,0.078,0.231,25,0.34,300,NA,0.091,0.5,0.22,NA,NA,2.4,76,73,72,87,59,73,62,79,46,68,73,72,80,NA,89,65,77,NA,NA,83,73,90,91,89,92,NA,92,88,90,NA,NA,95,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,89,64,65,78,69,50,77,85,19,47,73,45,72,NA,81,58,36,NA,NA,74,76,86,88,86,89,NA,92,86,81,NA,NA,91,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,69,58,53,71,69,49,75,68,20,53,89,82,70,NA,83,53,31,NA,NA,78,63,71,73,71,79,NA,82,72,65,NA,NA,83,"AK","ALASKA",10,12484,0,0,14,0,134,0.3019919,1,9035,"blockgroup",3.14,-149.7266537,61.2059399
61,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-85.4262207,%22y%22:38.7762389%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 61</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=38.7762389,-85.4262207"", target=""_blank"">EJScreen Map 61</a>",61,"site 61",-85.4262207,38.7762389,14,41,9,0,5,17,5,25,0.17,0.223,29,0.3,470,0.015,0.021,0.72,1.5,43.4,8.92,0.91,21,32,11,2,6,15,5,26,0.34,0.28,23,0.3,540,0.34,0.17,0.82,1.6,44.1,9.2,2.8,51,71,50,65,36,65,60,61,37,38,98,88,68,66,4,64,63,8,37,48,35,43,33,40,29,16,64,21,36,44,44,33,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,47,74,59,59,40,60,58,60,32,44,94,79,67,68,11,64,62,32,45,43,35,37,31,37,25,17,58,19,34,40,39,35,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,26,70,50,45,40,64,53,41,49,45,80,47,67,72,18,68,64,61,59,44,19,28,26,31,18,11,43,12,24,29,28,25,"IN","INDIANA",5,1540,0,1,6,0,76,0.2949876,1,9035,"blockgroup",3.14,-85.4262207,38.7762389
62,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-80.2112381,%22y%22:33.0251427%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 62</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=33.0251427,-80.2112381"", target=""_blank"">EJScreen Map 62</a>",62,"site 62",-80.2112381,33.0251427,32,37,8,1,5,14,7,34,0.038,0.204,30,0.47,17,0.034,0.031,0.38,1.3,32.1,7.51,2.7,36,35,12,1,6,17,6,36,0.14,0.211,31,0.42,52,0.47,0.092,0.45,1,37.3,7.74,2.6,51,56,41,64,41,40,66,54,35,58,85,90,38,85,30,67,68,2,33,71,45,45,47,46,41,13,49,42,36,49,47,27,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,49,56,40,53,42,44,67,53,37,44,82,90,15,87,45,61,85,14,21,67,44,43,45,43,45,9,43,39,19,47,46,23,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,50,64,47,46,40,48,69,56,25,40,83,90,11,78,27,54,61,5,21,65,50,46,47,44,50,15,49,43,31,52,50,26,"SC","SOUTH CAROLINA",4,5631,0,0,7,0,88,0.2909966,1,9035,"blockgroup",3.14,-80.2112381,33.0251427
63,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-80.3336717,%22y%22:36.0944891%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 63</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=36.0944891,-80.3336717"", target=""_blank"">EJScreen Map 63</a>",63,"site 63",-80.3336717,36.0944891,20,19,3,1,6,21,5,19,0.1,0.241,30,0.4,110,NA,0.032,0.12,2,44.8,8.69,3.4,37,34,12,2,6,16,6,36,0.16,0.182,29,0.37,350,0.25,0.082,0.39,0.83,41.7,7.74,3.4,32,23,14,58,53,76,56,23,52,75,95,94,48,NA,36,31,89,88,87,72,26,19,25,24,25,NA,33,33,7,25,24,16,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,33,23,12,55,53,74,56,22,58,54,82,78,46,NA,45,24,92,96,70,72,22,24,26,25,25,NA,26,35,4,23,25,14,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,35,32,16,48,52,77,58,28,40,49,83,81,35,NA,28,19,71,73,52,69,35,25,23,21,32,NA,36,39,12,26,26,16,"NC","NORTH CAROLINA",4,8330,0,0,11,0,99,0.3070152,1,9035,"blockgroup",3.14,-80.3336717,36.0944891
64,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-80.1455264,%22y%22:25.9911939%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 64</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=25.9911939,-80.1455264"", target=""_blank"">EJScreen Map 64</a>",64,"site 64",-80.1455264,25.9911939,68,53,20,25,5,16,8,61,0.29,0.436,20,0.36,1000,0.0018,0.45,1.5,0.13,29.8,7.75,14,46,34,12,7,5,20,6,40,0.11,0.338,28,0.36,630,1,0.13,0.79,0.5,32.7,7.64,6.2,72,82,81,91,51,51,74,79,85,73,28,72,83,58,94,84,37,8,59,86,91,79,70,77,85,78,94,88,68,75,76,88,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,79,80,79,96,46,56,72,83,84,86,14,56,90,68,97,89,34,2,32,94,93,89,76,82,92,85,97,93,73,80,83,95,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,76,83,80,95,44,59,75,83,62,82,32,66,83,54,94,85,21,2,27,93,88,89,79,84,91,80,97,92,68,80,83,96,"FL","FLORIDA",4,25362,0,0,23,0,425,0.4449928,1,9035,"blockgroup",3.14,-80.1455264,25.9911939
65,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-76.5415235,%22y%22:38.5908517%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 65</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=38.5908517,-76.5415235"", target=""_blank"">EJScreen Map 65</a>",65,"site 65",-76.5415235,38.5908517,26,13,2,0,5,9,4,19,0.066,0.146,30,0.3,8.4,NA,0.036,0.05,0.53,43.1,7.02,0.057,49,22,10,3,6,15,5,35,0.28,0.317,30,0.37,720,0.48,0.13,0.67,3.4,44.1,8.18,1.8,31,39,12,47,42,28,46,30,31,7,90,33,4,NA,8,1,20,25,8,26,29,22,5,9,42,NA,25,38,23,7,9,32,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,52,28,12,55,45,21,48,39,20,20,85,52,7,NA,17,3,46,68,13,21,46,23,9,11,53,NA,32,49,15,8,13,44,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,43,21,11,45,42,26,46,29,32,25,83,47,7,NA,32,4,45,59,13,20,30,18,6,10,43,NA,22,41,14,8,12,37,"MD","MARYLAND",3,1778,0,0,2,0,24,0.2390025,1,9035,"blockgroup",3.14,-76.5415235,38.5908517
66,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-93.3923079,%22y%22:44.9096985%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 66</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=44.9096985,-93.3923079"", target=""_blank"">EJScreen Map 66</a>",66,"site 66",-93.3923079,44.9096985,19,17,3,2,7,16,3,18,0.26,0.331,30,0.4,490,0.0047,0.25,2,4.1,38.2,7.99,1.1,20,24,7,2,6,15,4,22,0.31,0.218,24,0.29,470,0.034,0.18,0.77,1.5,37.8,7.54,1.8,62,41,35,71,64,60,52,54,53,77,99,98,79,74,82,91,89,56,57,64,40,31,42,37,18,19,19,13,10,52,49,38,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,57,30,24,70,67,57,40,42,44,70,96,94,67,58,90,89,87,7,14,46,39,28,34,30,20,28,11,8,8,48,47,41,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,35,28,20,55,65,60,35,26,59,68,83,81,68,63,89,90,84,22,33,48,21,21,28,27,14,19,8,5,6,35,34,30,"MN","MINNESOTA",5,8677,0,1,12,0,151,0.3850299,1,9035,"blockgroup",3.14,-93.3923079,44.9096985
67,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-84.7810923,%22y%22:42.0211424%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 67</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=42.0211424,-84.7810923"", target=""_blank"">EJScreen Map 67</a>",67,"site 67",-84.7810923,42.0211424,6,45,14,1,5,18,4,25,0.42,0.11,20,0.2,0.024,2.2e-05,0.041,0.39,0.63,44.6,8.41,0.34,25,32,9,2,6,17,6,28,0.37,0.209,23,0.25,830,0.41,0.15,0.53,1.1,43.8,8.75,7.3,22,76,80,70,40,59,40,59,64,20,70,50,0,22,25,65,50,51,28,27,36,58,57,59,72,58,58,33,35,55,56,53,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,24,79,78,64,37,63,48,60,61,10,60,26,0,20,33,50,43,56,24,31,38,64,60,63,72,59,56,45,43,57,58,49,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,12,75,68,49,37,66,43,42,72,15,32,14,0,22,35,54,48,71,44,32,21,48,47,49,57,47,42,31,31,42,43,37,"MI","MICHIGAN",5,66,0,0,1,0,3,0.238953,1,9035,"blockgroup",3.14,-84.7810923,42.0211424
68,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-80.945067,%22y%22:35.144289%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 68</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=35.144289,-80.945067"", target=""_blank"">EJScreen Map 68</a>",68,"site 68",-80.945067,35.144289,67,21,8,5,6,10,5,44,0.02,0.378,40,0.5,660,0.065,0.058,3.7,3.1,44.1,8.73,3.7,37,34,12,2,6,16,6,36,0.16,0.182,29,0.37,350,0.25,0.082,0.39,0.83,41.7,7.74,3.4,83,28,39,83,56,27,54,69,20,98,99,98,84,89,62,99,95,78,90,73,65,84,78,78,87,95,79,97,90,74,75,81,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,79,27,37,78,56,25,53,67,27,80,98,96,83,90,63,98,96,93,72,74,66,77,74,73,84,94,77,93,92,73,71,79,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,76,37,44,71,54,30,56,68,18,75,97,95,75,82,47,97,80,67,53,71,66,77,76,76,82,89,73,92,83,73,73,79,"NC","NORTH CAROLINA",4,7080,0,0,6,0,74,0.2639726,1,9035,"blockgroup",3.14,-80.945067,35.144289
69,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-86.0243779,%22y%22:39.4683475%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 69</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=39.4683475,-86.0243779"", target=""_blank"">EJScreen Map 69</a>",69,"site 69",-86.0243779,39.4683475,3,44,15,0,7,16,4,23,0.13,0.253,20,0.3,300,0.026,0.031,1.8,0.18,43.8,9.19,0.36,21,32,11,2,6,15,5,26,0.34,0.28,23,0.3,540,0.34,0.17,0.82,1.6,44.1,9.2,2.8,17,75,74,65,63,60,55,57,32,48,67,88,55,73,15,87,23,29,56,35,53,38,46,41,29,17,57,6,56,44,43,43,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,12,77,80,59,66,56,54,56,28,52,60,79,55,72,22,86,25,38,56,32,51,33,45,37,26,17,51,7,52,40,38,45,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,6,74,70,45,65,60,49,38,44,52,32,47,56,76,27,88,28,65,66,32,29,25,36,31,19,12,38,4,38,29,27,33,"IN","INDIANA",5,1573,0,0,3,0,45,0.3230199,1,9035,"blockgroup",3.14,-86.0243779,39.4683475
70,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-81.8612326,%22y%22:34.4577768%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 70</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=34.4577768,-81.8612326"", target=""_blank"">EJScreen Map 70</a>",70,"site 70",-81.8612326,34.4577768,19,28,10,2,3,21,5,24,0.19,0.149,30,0.4,26,NA,0.024,0.65,1.6,37.7,8.03,6,36,35,12,1,6,17,6,36,0.14,0.211,31,0.42,52,0.47,0.092,0.45,1,37.3,7.74,2.6,29,41,48,76,23,75,51,32,75,35,85,75,51,NA,22,80,75,49,57,87,7,32,28,28,27,NA,38,12,14,28,27,3,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,32,41,48,63,24,75,50,31,73,27,82,78,21,NA,37,72,88,46,44,83,8,29,23,22,37,NA,29,9,4,24,23,2,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,34,51,54,55,23,78,53,38,52,26,83,81,15,NA,21,65,65,20,34,81,22,31,20,18,43,NA,38,11,11,27,24,3,"SC","SOUTH CAROLINA",4,2701,0,1,4,0,79,0.279975,1,9035,"blockgroup",3.14,-81.8612326,34.4577768
